log_id,timestamp,api_name,endpoint,request_method,response_code,response_time_ms,request_size_bytes,response_size_bytes,server_name,environment,error_code,timeout_flag,transaction_id
API000002086,2025-05-31 11:48:37,StatementAPI,/api/statements,GET,503,440,218,9691,SRV031,PRODUCTION,E111,N,
API000002091,2025-02-20 19:40:40,AuthAPI,/api/auth,POST,502,74,3239,7975,SRV035,PRODUCTION,E102,N,TXN0000013759
API000002092,2025-03-29 22:47:00,AccountAPI,/api/accounts,PUT,504,122,1614,4355,SRV009,SIT,E102,Y,TXN0000015856
API000002093,2024-10-21 18:28:57,AuthAPI,/api/auth,POST,502,169,1112,5054,SRV014,PRODUCTION,E107,N,TXN0000015703
API000002117,2024-04-22 13:41:08,PaymentAPI,/api/payments,GET,504,217,424,512,SRV022,PRODUCTION,E107,Y,
API000002119,2023-11-02 06:10:02,PaymentAPI,/api/payments,POST,504,202,2966,5287,SRV022,PRODUCTION,E102,Y,TXN0000011942
API000002121,2025-11-08 19:34:03,TransactionAPI,/api/transactions,POST,503,327,1561,8543,SRV004,PRODUCTION,E104,N,TXN0000003703
API000002123,2023-07-09 16:54:37,LoanAPI,/api/loans,DELETE,502,261,932,8641,SRV018,PRODUCTION,E107,N,
API000002126,2024-04-08 11:12:02,AuthAPI,/api/auth,POST,504,181,3018,2466,SRV003,UAT,E102,Y,
API000002146,2024-08-12 10:02:52,NotificationAPI,/api/notifications,POST,503,129,2103,4676,SRV035,PRODUCTION,E102,N,TXN0000024149
API000002160,2025-03-22 18:44:44,TransactionAPI,/api/transactions,POST,500,378,137,6598,SRV023,PRODUCTION,E111,N,
API000002174,2024-11-23 22:37:41,AuthAPI,/api/auth,GET,503,144,4599,1317,SRV034,PRODUCTION,E105,N,TXN0000002436
API000002183,2023-06-08 05:03:09,CustomerAPI,/api/customers,POST,503,254,4945,8191,SRV028,PRODUCTION,E110,N,TXN0000012547
API000002190,2025-05-12 16:33:39,LoanAPI,/api/loans,GET,503,72,2262,2488,SRV035,PRODUCTION,E110,N,
API000002201,2024-05-05 02:07:55,TransactionAPI,/api/transactions,GET,502,100,1030,9643,SRV039,PRODUCTION,E102,N,
API000002203,2023-07-28 11:23:07,CustomerAPI,/api/customers,DELETE,500,346,4105,3435,SRV036,PRODUCTION,E110,N,
API000002222,2024-03-20 03:01:33,PaymentAPI,/api/payments,GET,502,425,4299,4685,SRV027,PRODUCTION,E106,N,
API000002236,2025-01-23 07:52:54,KYCAPI,/api/kyc,GET,504,48,3470,3590,SRV027,PRODUCTION,E103,Y,TXN0000000345
API000002238,2025-02-07 21:04:10,TransactionAPI,/api/transactions,GET,504,445,4941,898,SRV007,PRODUCTION,E106,Y,
API000002240,2024-08-13 01:47:30,LoanAPI,/api/loans,POST,503,37,4847,8293,SRV022,SIT,E103,N,TXN0000023770
API000002251,2025-10-31 20:32:51,KYCAPI,/api/kyc,GET,504,164,4780,231,SRV018,PRODUCTION,E104,Y,TXN0000020399
API000002275,2023-04-18 09:15:09,CustomerAPI,/api/customers,GET,504,307,1339,1292,SRV010,PRODUCTION,E103,Y,
API000002276,2025-04-14 07:45:41,TransactionAPI,/api/transactions,POST,504,367,1061,264,SRV028,PRODUCTION,E108,Y,TXN0000018384
API000002280,2026-05-13 15:26:51,FraudAPI,/api/fraud,GET,502,209,4979,4400,SRV005,PRODUCTION,E104,N,
API000002287,2026-07-25 00:53:16,KYCAPI,/api/kyc,GET,500,310,3069,6610,SRV016,PRODUCTION,E106,N,TXN0000013936
API000002288,2023-10-11 21:50:56,TransactionAPI,/api/transactions,GET,500,1167,3655,4332,SRV029,PRODUCTION,E101,N,
API000002296,2026-03-17 13:59:51,CustomerAPI,/api/customers,GET,500,32,4311,1090,SRV006,PRODUCTION,E106,N,TXN0000024789
API000002304,2025-04-26 05:35:26,AccountAPI,/api/accounts,POST,500,28,4181,2349,SRV028,UAT,E107,N,TXN0000021068
API000002305,2026-06-13 16:34:05,CustomerAPI,/api/customers,POST,504,68,1132,4185,SRV016,PRODUCTION,E111,Y,TXN0000008018
API000002307,2024-08-04 05:03:08,FraudAPI,/api/fraud,GET,503,480,3585,4051,SRV007,PRODUCTION,E108,N,TXN0000004201
API000002311,2023-11-06 10:41:27,AuthAPI,/api/auth,POST,503,139,4494,2829,SRV033,UAT,E102,N,TXN0000014603
API000002317,2023-11-25 23:31:15,TransactionAPI,/api/transactions,GET,504,188,4817,6722,SRV031,PRODUCTION,E103,Y,TXN0000002146
API000002318,2025-01-05 21:53:22,LoanAPI,/api/loans,GET,500,154,549,8957,SRV036,PRODUCTION,E101,N,TXN0000017398
API000002319,2025-03-11 11:28:18,AuthAPI,/api/auth,DELETE,500,182,230,5165,SRV024,PRODUCTION,E109,N,
API000002322,2023-08-26 20:12:20,LoanAPI,/api/loans,PUT,504,402,4951,8862,SRV040,PRODUCTION,E101,Y,
API000002324,2025-02-14 08:54:30,KYCAPI,/api/kyc,GET,500,236,2028,6705,SRV001,PRODUCTION,E105,N,
API000002326,2026-05-06 10:11:53,PaymentAPI,/api/payments,GET,500,30,4537,8770,SRV033,PRODUCTION,E104,N,TXN0000000302
API000002349,2024-12-19 23:02:56,LoanAPI,/api/loans,GET,502,121,2468,384,SRV025,PRODUCTION,E103,N,
API000002352,2024-02-18 09:36:27,PaymentAPI,/api/payments,POST,500,179,1873,2184,SRV007,PRODUCTION,E104,N,
API000002372,2023-08-05 02:47:35,StatementAPI,/api/statements,GET,500,63,2410,3975,SRV013,PRODUCTION,E102,N,
API000002378,2024-09-19 03:16:22,AuthAPI,/api/auth,POST,504,627,3428,4940,SRV040,PRODUCTION,E111,Y,
API000002379,2023-12-07 00:36:50,PaymentAPI,/api/payments,GET,504,242,892,225,SRV033,PRODUCTION,E100,Y,
API000002405,2026-04-23 16:51:53,FraudAPI,/api/fraud,POST,504,439,3204,4878,SRV001,PRODUCTION,E102,Y,TXN0000013590
API000002439,2023-07-03 15:37:19,TransactionAPI,/api/transactions,PUT,503,75,1352,6830,SRV027,UAT,E108,N,TXN0000013816
API000002461,2026-06-20 14:41:03,PaymentAPI,/api/payments,GET,502,72,1836,2368,SRV025,SIT,E108,N,TXN0000019718
API000002504,2024-12-30 02:22:24,KYCAPI,/api/kyc,GET,504,286,438,9451,SRV040,PRODUCTION,E106,Y,
API000002508,2026-05-14 12:13:29,AuthAPI,/api/auth,PUT,500,93,791,8214,SRV011,PRODUCTION,E108,N,TXN0000010312
API000002528,2025-04-04 16:59:12,NotificationAPI,/api/notifications,GET,500,142,4498,9980,SRV026,UAT,E101,N,TXN0000009362
API000002534,2026-05-01 01:23:09,PaymentAPI,/api/payments,POST,504,54,3537,3796,SRV020,UAT,E109,Y,TXN0000010980
API000002547,2024-09-20 00:16:19,LoanAPI,/api/loans,GET,504,72,2392,4719,SRV036,PRODUCTION,E105,Y,TXN0000001991
API000002549,2024-04-24 03:55:12,TransactionAPI,/api/transactions,POST,500,245,3728,5840,SRV008,PRODUCTION,E104,N,TXN0000008724
API000002559,2023-11-08 12:44:50,KYCAPI,/api/kyc,GET,500,93,1216,4542,SRV036,PRODUCTION,E101,N,TXN0000005026
API000002570,2024-06-30 01:14:19,AccountAPI,/api/accounts,GET,500,214,1326,1335,SRV034,PRODUCTION,E102,N,TXN0000012281
API000002583,2023-02-23 22:02:59,NotificationAPI,/api/notifications,PUT,500,273,763,2407,SRV008,UAT,E103,N,
API000002592,2026-02-07 02:16:16,NotificationAPI,/api/notifications,GET,503,136,3994,3410,SRV005,SIT,E106,N,
API000002606,2023-10-08 08:40:20,FraudAPI,/api/fraud,GET,502,196,750,8595,SRV033,PRODUCTION,E101,N,TXN0000005215
API000002617,2025-07-23 22:18:18,FraudAPI,/api/fraud,GET,500,255,4042,6225,SRV021,PRODUCTION,E106,N,
API000002621,2025-10-21 17:31:19,LoanAPI,/api/loans,POST,504,544,2544,5030,SRV014,PRODUCTION,E105,Y,
API000002631,2023-09-09 02:12:26,PaymentAPI,/api/payments,POST,500,131,3286,230,SRV004,SIT,E104,N,TXN0000021999
API000002640,2025-01-22 18:50:16,LoanAPI,/api/loans,GET,504,460,2142,5894,SRV015,PRODUCTION,E108,Y,TXN0000021993
API000002647,2023-04-05 11:58:33,TransactionAPI,/api/transactions,POST,500,276,1238,7152,SRV027,PRODUCTION,E101,N,
API000002657,2025-06-06 07:02:30,FraudAPI,/api/fraud,GET,500,235,729,4912,SRV025,PRODUCTION,E100,N,
API000002664,2025-08-26 16:13:49,NotificationAPI,/api/notifications,GET,502,646,3722,341,SRV030,PRODUCTION,E106,N,
API000002671,2025-10-23 08:21:35,KYCAPI,/api/kyc,POST,500,259,1852,3862,SRV003,PRODUCTION,E105,N,TXN0000017385
API000002708,2026-02-10 07:34:35,AccountAPI,/api/accounts,GET,503,98,428,9923,SRV013,PRODUCTION,E108,N,TXN0000002256
API000002723,2023-02-16 18:05:49,AuthAPI,/api/auth,GET,500,169,1220,1041,SRV006,PRODUCTION,E104,N,
API000002729,2023-11-27 17:38:08,LoanAPI,/api/loans,POST,503,397,3059,8495,SRV032,UAT,E103,N,
API000002737,2023-02-04 03:47:51,AccountAPI,/api/accounts,POST,503,275,4207,9399,SRV030,PRODUCTION,E104,N,TXN0000023479
API000002739,2025-07-20 01:14:39,KYCAPI,/api/kyc,POST,504,1148,2126,6119,SRV007,PRODUCTION,E111,Y,TXN0000023426
API000002751,2025-10-29 09:11:28,AuthAPI,/api/auth,GET,502,162,3026,1826,SRV040,PRODUCTION,E105,N,
API000002779,2024-07-05 14:41:30,TransactionAPI,/api/transactions,GET,500,248,1566,5060,SRV009,PRODUCTION,E105,N,TXN0000004918
API000002792,2024-04-18 19:11:19,AccountAPI,/api/accounts,POST,500,353,1905,9133,SRV031,PRODUCTION,E103,N,TXN0000018792
API000002798,2023-12-24 19:15:25,TransactionAPI,/api/transactions,GET,503,127,4907,6515,SRV008,SIT,E108,N,TXN0000007308
API000002807,2025-05-21 18:11:57,KYCAPI,/api/kyc,GET,500,178,2547,5267,SRV034,PRODUCTION,E110,N,TXN0000021701
API000002814,2023-09-10 15:10:42,TransactionAPI,/api/transactions,GET,500,195,1515,6857,SRV018,PRODUCTION,E106,N,TXN0000017532
API000002822,2024-01-21 17:57:47,StatementAPI,/api/statements,POST,500,174,3026,4776,SRV002,PRODUCTION,E102,N,TXN0000021824
API000002839,2026-03-26 07:08:00,KYCAPI,/api/kyc,GET,500,64,628,7523,SRV020,PRODUCTION,E106,N,
API000002846,2025-01-30 16:47:32,PaymentAPI,/api/payments,GET,504,398,4854,1254,SRV038,PRODUCTION,E100,Y,TXN0000014431
API000002860,2025-10-27 20:06:39,PaymentAPI,/api/payments,GET,500,575,3553,8957,SRV008,PRODUCTION,E110,N,TXN0000016642
API000002866,2025-10-02 19:26:38,StatementAPI,/api/statements,POST,504,426,3428,3333,SRV031,SIT,E109,Y,TXN0000011111
API000002897,2023-11-25 19:42:51,TransactionAPI,/api/transactions,POST,504,227,4959,8727,SRV008,PRODUCTION,E101,Y,TXN0000003967
API000002903,2025-11-16 03:48:33,KYCAPI,/api/kyc,POST,502,94,3284,4932,SRV002,UAT,E100,N,
API000002904,2023-10-11 14:09:18,FraudAPI,/api/fraud,POST,504,120,2702,8390,SRV015,UAT,E109,Y,TXN0000016726
API000002908,2024-11-09 00:52:33,AuthAPI,/api/auth,GET,500,172,600,9433,SRV013,UAT,E109,N,
API000002930,2023-12-01 22:13:31,FraudAPI,/api/fraud,GET,503,234,334,6421,SRV034,SIT,E105,N,TXN0000008922
API000002952,2024-11-08 15:32:50,CustomerAPI,/api/customers,DELETE,503,397,2557,4428,SRV038,PRODUCTION,E106,N,TXN0000001060
API000002954,2025-09-28 15:49:51,NotificationAPI,/api/notifications,PUT,502,115,4613,739,SRV034,PRODUCTION,E107,N,TXN0000010224
API000002984,2024-04-15 09:48:48,FraudAPI,/api/fraud,GET,504,248,221,7715,SRV024,PRODUCTION,E103,Y,TXN0000017950
API000002992,2024-07-16 11:36:00,PaymentAPI,/api/payments,GET,500,134,234,284,SRV011,PRODUCTION,E108,N,
API000002996,2023-07-21 01:58:50,NotificationAPI,/api/notifications,POST,502,138,575,8427,SRV038,PRODUCTION,E105,N,TXN0000022772
API000003024,2026-06-29 02:22:55,StatementAPI,/api/statements,PUT,503,107,334,9283,SRV034,PRODUCTION,E107,N,
API000003032,2026-01-19 10:38:30,TransactionAPI,/api/transactions,GET,504,94,178,3890,SRV016,PRODUCTION,E102,Y,
API000003060,2023-09-06 08:54:45,StatementAPI,/api/statements,POST,502,69,4269,5120,SRV011,PRODUCTION,E104,N,TXN0000017160
API000003079,2026-01-01 10:36:46,CustomerAPI,/api/customers,PUT,504,105,3970,3453,SRV004,PRODUCTION,E100,Y,
API000003080,2023-11-26 20:51:40,AuthAPI,/api/auth,POST,502,364,2335,3320,SRV032,PRODUCTION,E106,N,TXN0000015253
API000003096,2024-07-25 15:49:53,StatementAPI,/api/statements,GET,500,127,672,9613,SRV009,PRODUCTION,E108,N,TXN0000011233
API000003102,2026-02-19 00:27:01,LoanAPI,/api/loans,PUT,502,323,4692,8372,SRV024,PRODUCTION,E103,N,TXN0000014420
API000003104,2026-05-23 03:01:14,StatementAPI,/api/statements,POST,503,287,1535,4204,SRV020,PRODUCTION,E102,N,
API000003105,2023-06-07 09:50:55,NotificationAPI,/api/notifications,PUT,500,28,561,9386,SRV027,PRODUCTION,E106,N,
API000003115,2024-05-13 15:56:32,TransactionAPI,/api/transactions,GET,500,435,2039,4050,SRV024,PRODUCTION,E101,N,TXN0000000770
API000003128,2023-06-07 10:14:21,AccountAPI,/api/accounts,GET,502,88,4740,8518,SRV009,PRODUCTION,E110,N,TXN0000005684
API000003133,2024-12-20 00:51:02,KYCAPI,/api/kyc,PUT,500,193,861,9695,SRV036,PRODUCTION,E109,N,
API000003148,2025-04-16 22:33:04,AuthAPI,/api/auth,POST,503,516,3884,2363,SRV004,PRODUCTION,E102,N,TXN0000019529
API000003155,2024-05-14 17:57:05,AuthAPI,/api/auth,PUT,504,236,3086,2161,SRV028,SIT,E106,Y,TXN0000019968
API000003160,2025-06-26 03:02:01,AuthAPI,/api/auth,DELETE,500,546,2407,1855,SRV031,PRODUCTION,E106,N,TXN0000004542
API000003171,2024-07-09 08:58:17,NotificationAPI,/api/notifications,POST,502,96,986,8207,SRV030,PRODUCTION,E105,N,
API000003177,2024-10-08 12:36:59,PaymentAPI,/api/payments,POST,503,253,960,3112,SRV024,PRODUCTION,E105,N,
API000003180,2023-10-30 21:00:21,TransactionAPI,/api/transactions,POST,502,427,2939,5310,SRV034,PRODUCTION,E102,N,TXN0000019825
API000003186,2025-05-08 10:21:48,NotificationAPI,/api/notifications,GET,503,22,2403,9463,SRV010,SIT,E106,N,
API000003190,2024-08-06 22:45:49,AuthAPI,/api/auth,GET,500,332,3644,3570,SRV018,UAT,E103,N,TXN0000008451
API000003195,2023-10-04 19:31:03,StatementAPI,/api/statements,GET,504,302,2640,5159,SRV003,UAT,E100,Y,TXN0000000311
API000003197,2025-03-27 14:38:09,FraudAPI,/api/fraud,GET,503,883,4591,5043,SRV024,PRODUCTION,E110,N,TXN0000000467
API000003200,2026-05-16 01:27:04,CustomerAPI,/api/customers,POST,500,120,744,7017,SRV003,PRODUCTION,E109,N,
API000003225,2025-07-18 07:31:41,TransactionAPI,/api/transactions,GET,500,139,260,9489,SRV021,PRODUCTION,E107,N,TXN0000019845
API000003236,2024-04-25 15:26:49,FraudAPI,/api/fraud,POST,500,103,2551,3144,SRV035,PRODUCTION,E104,N,TXN0000014492
API000003242,2023-10-18 13:39:51,StatementAPI,/api/statements,POST,503,149,3249,7714,SRV033,PRODUCTION,E111,N,TXN0000000100
API000003254,2025-10-06 15:34:22,TransactionAPI,/api/transactions,GET,504,174,1453,5118,SRV028,UAT,E101,Y,
API000003265,2023-02-21 04:53:05,AuthAPI,/api/auth,POST,503,187,108,5440,SRV035,PRODUCTION,E100,N,TXN0000013181
API000003274,2026-06-09 11:01:17,NotificationAPI,/api/notifications,GET,500,49,4711,9240,SRV026,PRODUCTION,E100,N,TXN0000023794
API000003285,2024-10-25 01:16:31,PaymentAPI,/api/payments,GET,503,161,1991,245,SRV014,PRODUCTION,E105,N,TXN0000004553
API000003304,2023-02-21 12:59:25,AccountAPI,/api/accounts,POST,500,68,703,2671,SRV036,SIT,E104,N,TXN0000002968
API000003312,2024-10-28 06:17:16,StatementAPI,/api/statements,GET,500,568,510,7705,SRV014,PRODUCTION,E106,N,TXN0000001893
API000003337,2026-03-01 13:18:48,LoanAPI,/api/loans,POST,500,292,4088,9505,SRV009,PRODUCTION,E111,N,
API000003339,2024-03-30 01:52:50,StatementAPI,/api/statements,PUT,502,1068,3736,3643,SRV039,PRODUCTION,E102,N,
API000003344,2026-04-12 18:09:11,StatementAPI,/api/statements,GET,503,639,2795,6052,SRV011,PRODUCTION,E109,N,TXN0000016986
API000003365,2023-05-22 13:42:53,AuthAPI,/api/auth,POST,504,301,3317,8406,SRV036,PRODUCTION,E106,Y,TXN0000013882
API000003393,2023-07-25 03:04:41,TransactionAPI,/api/transactions,PUT,500,350,3999,4659,SRV017,PRODUCTION,E110,N,TXN0000015562
API000003401,2024-02-08 19:41:50,NotificationAPI,/api/notifications,GET,502,101,448,7062,SRV035,PRODUCTION,E104,N,TXN0000000642
API000003404,2024-12-04 03:17:45,CustomerAPI,/api/customers,POST,500,144,2628,4897,SRV028,PRODUCTION,E105,N,
API000003409,2025-07-23 04:20:45,AccountAPI,/api/accounts,GET,500,210,792,1806,SRV006,SIT,E111,N,TXN0000004285
API000003410,2026-01-02 20:13:00,CustomerAPI,/api/customers,POST,504,146,206,5578,SRV013,PRODUCTION,E111,Y,
API000003424,2026-03-19 19:49:40,TransactionAPI,/api/transactions,POST,503,91,362,8710,SRV034,SIT,E100,N,
API000003441,2023-01-23 10:16:29,TransactionAPI,/api/transactions,GET,500,321,953,3755,SRV026,PRODUCTION,E109,N,
API000003444,2025-03-11 10:37:15,NotificationAPI,/api/notifications,POST,500,638,524,1877,SRV014,PRODUCTION,E106,N,TXN0000009506
API000003449,2025-07-15 20:39:44,CustomerAPI,/api/customers,POST,504,213,1147,6525,SRV016,PRODUCTION,E102,Y,TXN0000000355
API000003450,2023-04-14 14:17:36,CustomerAPI,/api/customers,PUT,502,152,3258,776,SRV010,PRODUCTION,E107,N,
API000003456,2026-03-06 15:37:58,PaymentAPI,/api/payments,GET,502,407,1431,4833,SRV004,PRODUCTION,E105,N,
API000003457,2025-12-12 17:55:25,StatementAPI,/api/statements,POST,500,50,2656,6324,SRV017,PRODUCTION,E103,N,
API000003459,2024-01-29 03:18:06,AuthAPI,/api/auth,PUT,500,200,3624,9445,SRV013,UAT,E100,N,
API000003463,2024-08-12 23:41:11,AuthAPI,/api/auth,POST,500,238,2945,5433,SRV002,UAT,E105,N,
API000003485,2025-04-18 16:27:55,CustomerAPI,/api/customers,POST,504,132,4286,4104,SRV036,PRODUCTION,E108,Y,TXN0000022354
API000003495,2023-03-31 09:08:58,AuthAPI,/api/auth,POST,503,293,3187,1247,SRV006,PRODUCTION,E102,N,TXN0000024060
API000003504,2025-08-02 09:26:38,TransactionAPI,/api/transactions,GET,500,296,4672,3408,SRV037,SIT,E101,N,TXN0000017346
API000003518,2025-08-19 23:33:54,PaymentAPI,/api/payments,GET,504,194,2446,5220,SRV014,PRODUCTION,E106,Y,
API000003525,2023-01-03 15:32:00,FraudAPI,/api/fraud,PUT,504,245,4197,3061,SRV024,PRODUCTION,E106,Y,
API000003556,2023-11-17 10:58:09,FraudAPI,/api/fraud,GET,500,61,1586,4355,SRV024,UAT,E108,N,TXN0000016079
API000003557,2024-07-08 21:01:01,TransactionAPI,/api/transactions,GET,504,244,3262,623,SRV040,PRODUCTION,E103,Y,
API000003559,2026-06-05 02:49:49,TransactionAPI,/api/transactions,POST,502,33,2869,8158,SRV032,PRODUCTION,E103,N,TXN0000017490
API000003561,2023-01-25 02:30:08,PaymentAPI,/api/payments,GET,504,284,1586,4396,SRV039,PRODUCTION,E107,Y,
API000003569,2025-04-28 22:32:33,LoanAPI,/api/loans,GET,500,738,4157,4180,SRV008,PRODUCTION,E106,N,TXN0000009775
API000003599,2026-01-20 22:14:33,AccountAPI,/api/accounts,GET,504,181,4382,3791,SRV035,PRODUCTION,E103,Y,TXN0000019282
API000003607,2025-12-18 08:33:13,TransactionAPI,/api/transactions,POST,500,74,2647,6920,SRV017,PRODUCTION,E111,N,
API000003618,2026-04-25 07:55:59,NotificationAPI,/api/notifications,GET,500,412,573,3245,SRV027,PRODUCTION,E108,N,TXN0000001674
API000003621,2023-11-10 18:16:30,AccountAPI,/api/accounts,GET,500,78,2905,3077,SRV004,PRODUCTION,E111,N,TXN0000023797
API000003628,2025-12-13 04:53:18,CustomerAPI,/api/customers,POST,500,230,1383,9039,SRV014,PRODUCTION,E103,N,
API000003638,2023-06-24 07:30:59,LoanAPI,/api/loans,GET,500,302,1800,4966,SRV033,PRODUCTION,E110,N,TXN0000018125
API000003649,2024-09-18 09:59:08,KYCAPI,/api/kyc,GET,504,78,1291,5807,SRV020,PRODUCTION,E107,Y,TXN0000015842
API000003654,2023-06-03 11:10:37,PaymentAPI,/api/payments,PUT,502,357,2611,3153,SRV038,UAT,E110,N,TXN0000019062
API000003676,2023-06-05 07:42:03,PaymentAPI,/api/payments,POST,500,63,876,6531,SRV015,PRODUCTION,E102,N,TXN0000012602
API000003685,2023-11-18 05:43:19,PaymentAPI,/api/payments,POST,500,165,4656,8423,SRV031,UAT,E108,N,TXN0000008829
API000003699,2023-09-21 09:09:43,AccountAPI,/api/accounts,POST,500,104,359,5300,SRV026,PRODUCTION,E100,N,
API000003702,2026-04-14 18:12:18,AccountAPI,/api/accounts,GET,500,87,633,7299,SRV004,PRODUCTION,E101,N,TXN0000006760
API000003706,2024-01-29 10:36:34,AccountAPI,/api/accounts,POST,500,232,1216,586,SRV008,PRODUCTION,E102,N,
API000003713,2026-06-12 06:03:19,LoanAPI,/api/loans,POST,502,521,283,2160,SRV024,PRODUCTION,E111,N,TXN0000017024
API000003714,2026-03-28 00:13:11,KYCAPI,/api/kyc,GET,504,180,857,4428,SRV038,PRODUCTION,E109,Y,TXN0000009203
API000003717,2024-11-15 16:20:55,CustomerAPI,/api/customers,GET,504,78,3261,5123,SRV009,PRODUCTION,E111,Y,
API000003727,2025-08-28 08:59:48,AccountAPI,/api/accounts,GET,500,379,1799,4167,SRV022,PRODUCTION,E103,N,
API000003728,2024-05-16 04:46:56,KYCAPI,/api/kyc,POST,502,245,867,7190,SRV018,PRODUCTION,E105,N,TXN0000000698
API000003730,2024-02-17 03:13:05,LoanAPI,/api/loans,DELETE,504,368,3545,1657,SRV025,UAT,E102,Y,TXN0000023413
API000003732,2024-09-24 07:09:54,PaymentAPI,/api/payments,GET,504,269,339,804,SRV029,PRODUCTION,E108,Y,
API000003741,2024-04-20 09:48:47,CustomerAPI,/api/customers,POST,504,431,778,7641,SRV015,PRODUCTION,E108,Y,
API000003761,2025-06-16 14:54:12,AccountAPI,/api/accounts,GET,502,176,2722,831,SRV023,PRODUCTION,E109,N,
API000003773,2025-06-20 01:44:04,StatementAPI,/api/statements,GET,502,122,4403,3540,SRV016,PRODUCTION,E104,N,TXN0000014254
API000003777,2024-08-15 18:09:47,TransactionAPI,/api/transactions,POST,500,359,174,5807,SRV004,PRODUCTION,E104,N,
API000003785,2026-02-23 11:37:28,LoanAPI,/api/loans,POST,500,217,1181,7438,SRV014,PRODUCTION,E105,N,TXN0000014415
API000003787,2025-06-25 08:17:54,AccountAPI,/api/accounts,GET,504,231,1331,7544,SRV038,PRODUCTION,E102,Y,TXN0000000170
API000003805,2023-03-30 14:53:23,StatementAPI,/api/statements,GET,502,131,2625,1704,SRV013,PRODUCTION,E102,N,TXN0000020790
API000003823,2025-12-09 03:03:42,CustomerAPI,/api/customers,GET,502,347,2036,7943,SRV016,PRODUCTION,E104,N,TXN0000008231
API000003826,2023-07-07 21:09:38,TransactionAPI,/api/transactions,PUT,500,280,3597,279,SRV002,PRODUCTION,E107,N,TXN0000018462
API000003827,2025-06-14 09:24:28,PaymentAPI,/api/payments,PUT,502,307,286,2135,SRV020,UAT,E101,N,
API000003855,2024-04-04 19:03:55,KYCAPI,/api/kyc,GET,500,110,2632,5822,SRV001,PRODUCTION,E102,N,
API000003870,2024-04-28 14:56:05,AuthAPI,/api/auth,GET,503,130,4886,5082,SRV025,PRODUCTION,E109,N,TXN0000023103
API000003873,2023-08-15 12:16:44,NotificationAPI,/api/notifications,GET,500,202,3397,6479,SRV014,UAT,E106,N,
API000003889,2024-04-03 07:18:44,LoanAPI,/api/loans,POST,500,325,4194,2364,SRV029,PRODUCTION,E109,N,TXN0000021308
API000003893,2025-11-07 08:55:45,CustomerAPI,/api/customers,GET,504,65,3878,9460,SRV016,PRODUCTION,E105,Y,TXN0000013312
API000003900,2023-03-22 23:11:29,StatementAPI,/api/statements,POST,504,100,3033,7370,SRV001,UAT,E105,Y,TXN0000023436
API000003901,2024-06-09 02:40:24,CustomerAPI,/api/customers,POST,500,219,3691,8503,SRV027,PRODUCTION,E110,N,TXN0000005885
API000003903,2025-10-07 15:19:56,AccountAPI,/api/accounts,PUT,504,170,1686,3776,SRV031,SIT,E107,Y,TXN0000013520
API000003909,2026-07-07 12:00:10,CustomerAPI,/api/customers,PUT,500,1076,1672,4672,SRV037,PRODUCTION,E111,N,TXN0000004016
API000003910,2023-10-11 05:45:32,KYCAPI,/api/kyc,POST,500,174,893,1548,SRV021,PRODUCTION,E100,N,
API000003911,2023-04-19 11:57:03,LoanAPI,/api/loans,GET,500,149,1834,3640,SRV040,PRODUCTION,E107,N,TXN0000010113
API000003917,2025-09-04 22:37:33,PaymentAPI,/api/payments,POST,504,118,642,3722,SRV032,PRODUCTION,E106,Y,TXN0000016071
API000003920,2024-11-10 09:26:48,StatementAPI,/api/statements,DELETE,504,431,2661,1370,SRV040,PRODUCTION,E103,Y,TXN0000002035
API000003922,2025-02-28 03:44:03,AuthAPI,/api/auth,GET,500,1305,2639,5584,SRV017,PRODUCTION,E100,N,TXN0000001231
API000003927,2023-10-21 10:11:05,CustomerAPI,/api/customers,POST,504,212,4241,4429,SRV030,PRODUCTION,E102,Y,TXN0000010046
API000003930,2025-12-06 05:23:59,FraudAPI,/api/fraud,PUT,504,153,3482,8438,SRV012,PRODUCTION,E100,Y,
API000003935,2026-07-25 00:53:10,TransactionAPI,/api/transactions,GET,500,158,4144,8162,SRV029,PRODUCTION,E109,N,TXN0000006449
API000003942,2023-10-04 22:22:31,LoanAPI,/api/loans,GET,500,403,2075,6890,SRV035,PRODUCTION,E106,N,
API000003957,2026-01-10 23:38:37,StatementAPI,/api/statements,GET,503,70,1149,903,SRV004,PRODUCTION,E105,N,
API000003966,2025-12-23 05:28:32,NotificationAPI,/api/notifications,POST,504,101,2619,5084,SRV013,PRODUCTION,E100,Y,TXN0000013134
API000003970,2026-02-09 11:11:37,PaymentAPI,/api/payments,GET,504,475,4420,7841,SRV004,UAT,E107,Y,TXN0000000394
API000003973,2025-02-07 09:54:24,AuthAPI,/api/auth,GET,500,247,3711,8557,SRV012,PRODUCTION,E110,N,TXN0000006236
API000003974,2025-04-25 04:38:01,StatementAPI,/api/statements,PUT,504,368,1886,5042,SRV024,PRODUCTION,E101,Y,
API000003979,2023-03-10 12:08:10,TransactionAPI,/api/transactions,DELETE,502,106,1859,9862,SRV002,PRODUCTION,E108,N,
API000003989,2023-07-29 21:05:25,TransactionAPI,/api/transactions,GET,504,106,1572,6237,SRV027,PRODUCTION,E100,Y,TXN0000004483
API000003999,2023-06-28 15:33:05,StatementAPI,/api/statements,POST,504,144,1731,2665,SRV022,PRODUCTION,E101,Y,
